epoch,accuracy,loss,val_accuracy,val_loss
0,0.9897173643112183,0.060613300651311874,0.9760154485702515,0.1470169723033905
1,0.9859161972999573,0.05579696595668793,0.983846127986908,0.09414613246917725
2,0.9046783447265625,0.27537044882774353,0.8584615588188171,0.24265167117118835
3,0.8973196744918823,0.2893005311489105,0.898245632648468,0.26314598321914673
