epoch,accuracy,loss,val_accuracy,val_loss
0,0.9880890250205994,0.046624697744846344,0.9998682737350464,0.020061727613210678
1,0.9964178800582886,0.018388859927654266,0.9999099373817444,0.01626943238079548
2,0.9963054656982422,0.01776984892785549,0.9998551607131958,0.015741167590022087
3,0.9963239431381226,0.017207184806466103,0.9999090433120728,0.005700503475964069
4,0.9966045022010803,0.016634009778499603,0.9999409914016724,0.06115288287401199
5,0.9964703321456909,0.01681002974510193,0.9999046325683594,0.0922679677605629
6,0.9966471195220947,0.01587371900677681,0.9999613165855408,0.0001896456815302372
7,0.9967119097709656,0.015558205544948578,0.999944806098938,0.07701878994703293
8,0.996479332447052,0.016258323565125465,0.9999247193336487,0.07369713485240936
9,0.9970109462738037,0.014003602787852287,0.9990308284759521,0.10261663049459457
