epoch,accuracy,loss,val_accuracy,val_loss
0,0.9106241464614868,0.43328073620796204,0.2554689049720764,6.516083240509033
1,0.9292426705360413,0.28687575459480286,0.6687018275260925,4.904703140258789
2,0.920615553855896,0.3766045868396759,0.6088008880615234,4.405246734619141
3,0.9192754030227661,0.374888151884079,0.4728175699710846,4.1319780349731445
4,0.9263497591018677,0.3899899125099182,0.4996282756328583,1.232972264289856
5,0.9266673922538757,0.31150123476982117,0.49143481254577637,2.0439023971557617
6,0.8943685293197632,0.46419456601142883,0.6715806722640991,1.840057611465454
7,0.9216390252113342,0.3629348576068878,0.6692554950714111,22.042749404907227
8,0.9366199970245361,0.4634651839733124,0.6719918847084045,10.401698112487793
9,0.9262771010398865,0.35584336519241333,0.6441530585289001,6.892940998077393
10,0.9375568628311157,0.3046053946018219,0.4112715721130371,6.756266117095947
11,0.9359374642372131,0.3197527825832367,0.18302462995052338,23.270753860473633
12,0.9336279630661011,0.4001898467540741,0.7369545102119446,2.033651828765869
13,0.947056233882904,0.43198487162590027,0.6435203552246094,3.8410520553588867
14,0.9448765516281128,0.24445483088493347,0.6784454584121704,15.6088228225708
