epoch,accuracy,loss,val_accuracy,val_loss
0,0.9502373933792114,0.1747594177722931,0.3571564555168152,11.00036907196045
1,0.9712314605712891,0.11153358221054077,0.34221214056015015,4.3642144203186035
2,0.9719831943511963,0.10589031130075455,0.854887843132019,1.1380376815795898
3,0.9741923213005066,0.09739045053720474,0.8654218316078186,1.261006474494934
4,0.9748409986495972,0.09329976886510849,0.8627249002456665,1.2278070449829102
5,0.9751968383789062,0.09185639768838882,0.8634229302406311,1.3046098947525024
6,0.9759916067123413,0.10510337352752686,0.5745629072189331,5.88600492477417
7,0.9999299049377441,0.0009075025445781648,0.7156772613525391,4.476526260375977
8,0.9999499917030334,0.0008975111995823681,0.7888758182525635,3.545173406600952
9,0.9999299049377441,0.0007624574936926365,0.8350890278816223,3.111886978149414
