epoch,accuracy,loss,val_accuracy,val_loss
0,0.8767403364181519,0.3696928918361664,0.30329373478889465,2.3992998600006104
1,0.8966050148010254,0.3368323743343353,0.5524511337280273,1.964138388633728
2,0.9042344689369202,0.31563934683799744,0.5271146893501282,6.026952743530273
3,0.9122042059898376,0.28096675872802734,0.6523790955543518,2.417792320251465
4,0.9176731109619141,0.27827781438827515,0.45166313648223877,5.414815425872803
5,0.9148876667022705,0.2663201689720154,0.3495037257671356,18.90275001525879
6,0.9203477501869202,0.2549450099468231,0.4806722402572632,3.017565965652466
7,0.9198864102363586,0.25169020891189575,0.5586574077606201,1.5967931747436523
8,0.9164465665817261,0.2520185112953186,0.45143070816993713,29.61375617980957
9,0.9113408923149109,0.278341144323349,0.6745542883872986,0.7761875987052917
10,0.9177517890930176,0.2486381232738495,0.5699542164802551,1.785637378692627
11,0.9170395135879517,0.2574075758457184,0.535203754901886,2.500385046005249
12,0.9152757525444031,0.26063358783721924,0.5588898658752441,3.7971253395080566
13,0.9147481918334961,0.24998383224010468,0.5684432983398438,2.5627644062042236
14,0.9185107350349426,0.2550199627876282,0.7301550507545471,1.6961448192596436
15,0.9086663722991943,0.2624536156654358,0.7371748685836792,2.153013229370117
16,0.9145427346229553,0.25229713320732117,0.7835708260536194,1.1766905784606934
17,0.9159445762634277,0.24946676194667816,0.6783896088600159,5.268219470977783
18,0.9137011170387268,0.24822324514389038,0.7327584028244019,2.9109535217285156
19,0.9091759324073792,0.2728222608566284,0.7317356467247009,1.165425181388855
20,0.9149304032325745,0.24686215817928314,0.7575602531433105,0.6448123455047607
21,0.9176072478294373,0.24989266693592072,0.7606750130653381,0.8405174016952515
22,0.9158743619918823,0.25525474548339844,0.5500104427337646,2.275222063064575
23,0.9181525111198425,0.23946607112884521,0.724553108215332,2.6865460872650146
24,0.9225444793701172,0.24502010643482208,0.745031476020813,1.2168242931365967
