epoch,accuracy,loss,val_accuracy,val_loss
0,0.9980184435844421,0.021007806062698364,0.9998156428337097,0.013384904712438583
1,0.998490571975708,0.017797179520130157,0.9997939467430115,0.011942789889872074
2,0.9986401796340942,0.016202706843614578,0.9998156428337097,0.011153709143400192
3,0.9987208247184753,0.014982505701482296,0.9998156428337097,0.01035565510392189
4,0.9988177418708801,0.014019493013620377,0.9998156428337097,0.009642385877668858
