epoch,accuracy,loss,val_accuracy,val_loss
0,0.754954993724823,1.261115312576294,0.9812793135643005,0.6836901307106018
1,0.9724087715148926,0.4960598945617676,0.98140949010849,0.304545521736145
2,0.9806967377662659,0.2457764446735382,0.9815396070480347,0.15803268551826477
3,0.9847031831741333,0.1219758465886116,0.9940752983093262,0.06024669483304024
4,0.99516761302948,0.049895141273736954,0.9995898604393005,0.023140979930758476
5,0.9983632564544678,0.02294185943901539,0.9997251033782959,0.011272191070020199
6,0.9991416931152344,0.012948490679264069,0.9997473359107971,0.006764726713299751
7,0.9994011521339417,0.008642328903079033,0.999775230884552,0.0045945108868181705
8,0.9995359182357788,0.0063941883854568005,0.9998469948768616,0.0034131540451198816
9,0.9996145963668823,0.005048130173236132,0.9998577833175659,0.002708593849092722
10,0.9996625185012817,0.004182531498372555,0.9998660683631897,0.002257398096844554
11,0.999704897403717,0.003576623974367976,0.9998762011528015,0.0019156205235049129
12,0.9997369647026062,0.0031533308792859316,0.9998908042907715,0.001681300695054233
13,0.9997515082359314,0.002841491252183914,0.9998952746391296,0.0015217928448691964
14,0.9997776746749878,0.002578306244686246,0.9999104738235474,0.0013687098398804665
15,0.9997877478599548,0.0023981418926268816,0.9999149441719055,0.0012598367175087333
16,0.9998007416725159,0.002240764210000634,0.9999161958694458,0.0011873481562361121
17,0.9998123645782471,0.0020992131903767586,0.9999282360076904,0.001099706394597888
18,0.9998195171356201,0.00198524072766304,0.9999282360076904,0.0010422004852443933
19,0.9998303651809692,0.0018802359700202942,0.9999295473098755,0.0009941675234586
20,0.9998398423194885,0.0017910617170855403,0.999920666217804,0.00099693622905761
21,0.9998404383659363,0.001709634205326438,0.9999415874481201,0.0008976496174000204
22,0.9998421669006348,0.0016649237368255854,0.9999460577964783,0.0008623304311186075
23,0.9998514652252197,0.0015893641393631697,0.9999352693557739,0.0008601382724009454
24,0.9998509883880615,0.0015233064768835902,0.9999187588691711,0.000886906695086509
25,0.9998593330383301,0.0014825365506112576,0.9999504685401917,0.0007694863015785813
26,0.999868631362915,0.00142355402931571,0.9999511241912842,0.0007556837517768145
27,0.999867856502533,0.0013871726114302874,0.9999346137046814,0.0007826200453564525
28,0.9998679757118225,0.0013561227824538946,0.999961256980896,0.000695054535754025
29,0.9998738765716553,0.0013098162598907948,0.9999606609344482,0.000684957136400044
30,0.9998742341995239,0.0012681536609306931,0.9999396800994873,0.0007110500591807067
31,0.9998762011528015,0.0012516712304204702,0.9999631643295288,0.0006418169941753149
32,0.9998844265937805,0.0011980929411947727,0.9999644756317139,0.0006241321680136025
33,0.9998819231987,0.001186762354336679,0.9999568462371826,0.0006434687529690564
34,0.999884843826294,0.001170170377008617,0.9999657273292542,0.0005943431751802564
35,0.9998908042907715,0.001124558737501502,0.9999434947967529,0.0006478080758824944
36,0.9998881220817566,0.0010997229255735874,0.9999688863754272,0.0005767030525021255
37,0.999889612197876,0.001081734779290855,0.9999701380729675,0.0005503855645656586
38,0.9998961091041565,0.00105852831620723,0.9999631643295288,0.000579694751650095
39,0.9998927116394043,0.0010387104703113437,0.9999707937240601,0.0005374737665988505
40,0.9998923540115356,0.0010253986110910773,0.9999707937240601,0.000521539244800806
41,0.9999023079872131,0.0009948323713615537,0.9999701380729675,0.0005170708172954619
42,0.9998946785926819,0.0009858530247583985,0.9999720454216003,0.0005125565221533179
43,0.9998993873596191,0.0009767748415470123,0.9999707937240601,0.0004928978742100298
44,0.9999070763587952,0.0009312809561379254,0.9999701380729675,0.00050044507952407
45,0.9999000430107117,0.0009351205080747604,0.9999727010726929,0.0004786907520610839
46,0.9999000430107117,0.0009278724901378155,0.9999739527702332,0.0004626454901881516
47,0.999909520149231,0.0008967478643171489,0.9999688863754272,0.0004818194720428437
48,0.9999043345451355,0.0008861144888214767,0.9999727010726929,0.0004569676530081779
49,0.9999067783355713,0.0008811086299829185,0.999975860118866,0.00044127480941824615
