epoch,accuracy,loss,val_accuracy,val_loss
0,0.6952944993972778,2.035762071609497,0.9825891256332397,0.2906300723552704
1,0.9097458124160767,0.33178749680519104,0.9997113943099976,0.06030077859759331
2,0.9627916812896729,0.18339647352695465,0.9997941255569458,0.03652041405439377
3,0.9748731255531311,0.13497498631477356,0.9998111128807068,0.03377329185605049
4,0.9790135025978088,0.1143374890089035,0.9997240900993347,0.03196271136403084
5,0.982914924621582,0.10184551775455475,0.9998726844787598,0.030200250446796417
6,0.9840117692947388,0.09516720473766327,0.9999108910560608,0.02886345237493515
7,0.9849070906639099,0.08973157405853271,0.999906599521637,0.02733614109456539
8,0.98713219165802,0.08488260954618454,0.9998047351837158,0.02668485790491104
9,0.9882000088691711,0.08027327805757523,0.9999363422393799,0.025611180812120438
10,0.9891076683998108,0.07719510048627853,0.9998726844787598,0.024936137720942497
11,0.9899187684059143,0.07450741529464722,0.9998111128807068,0.024337420240044594
12,0.9897080659866333,0.0725119337439537,0.9998302459716797,0.023475805297493935
13,0.9901267886161804,0.07088526338338852,0.999906599521637,0.035829540342092514
14,0.9906582832336426,0.06830907613039017,0.9998174905776978,0.022548258304595947
15,0.9913482666015625,0.06595244258642197,0.9998344779014587,0.021550295874476433
