epoch,accuracy,loss,val_accuracy,val_loss
0,0.969375491142273,0.09393196552991867,0.5140355825424194,4.776974201202393
1,0.9757664799690247,0.07792734354734421,0.5257394909858704,2.192194938659668
2,0.9792852997779846,0.0677066445350647,0.5253138542175293,3.666066884994507
3,0.9808363914489746,0.0628378614783287,0.2078302651643753,5.048335552215576
4,0.98173588514328,0.059814758598804474,0.519819438457489,8.221528053283691
5,0.9822278022766113,0.0594361312687397,0.5267655849456787,3.7054789066314697
6,0.9847928285598755,0.0520191453397274,0.5059904456138611,3.9427132606506348
7,0.9845230579376221,0.052338678389787674,0.5195702314376831,2.8794491291046143
8,0.9867804050445557,0.046283140778541565,0.5239115953445435,3.7422165870666504
9,0.9877279996871948,0.04346708953380585,0.46532395482063293,5.520969390869141
