epoch,accuracy,loss,val_accuracy,val_loss
0,0.7064422369003296,2.7305243015289307,0.9810993075370789,0.8923578858375549
1,0.9380834102630615,0.626541793346405,0.9818357229232788,0.3521708548069
2,0.9702906608581543,0.3144102394580841,0.9823684096336365,0.20858339965343475
3,0.9748473763465881,0.21254967153072357,0.9823620319366455,0.14769387245178223
4,0.9783929586410522,0.15786419808864594,0.9824851155281067,0.11839686334133148
5,0.9810198545455933,0.13104285299777985,0.9826803803443909,0.10004934668540955
6,0.9854655861854553,0.11006158590316772,0.9925296902656555,0.08201181143522263
7,0.9908155202865601,0.09083665907382965,0.997688889503479,0.06862379610538483
8,0.9938337206840515,0.07629011571407318,0.9988752007484436,0.05805892497301102
9,0.9955297708511353,0.06517854332923889,0.9990916848182678,0.0502442829310894
10,0.9964931607246399,0.056522708386182785,0.9990450143814087,0.04359542950987816
11,0.9971433281898499,0.04971746727824211,0.999225378036499,0.038645077496767044
12,0.9974926710128784,0.044411852955818176,0.9993909001350403,0.03485677018761635
13,0.9977445602416992,0.040267765522003174,0.9991447329521179,0.03604616969823837
14,0.9980010390281677,0.036517433822155,0.9994779229164124,0.028629174456000328
15,0.9981657862663269,0.03355051949620247,0.9994821548461914,0.02621885947883129
