epoch,accuracy,loss,val_accuracy,val_loss
0,0.9088107347488403,0.25579455494880676,0.9982455372810364,0.010286347009241581
1,0.9730098843574524,0.09764786809682846,0.999711275100708,0.0020141121931374073
2,0.9822278618812561,0.06857828795909882,0.999747633934021,0.0015738809015601873
3,0.9859095215797424,0.056955449283123016,0.9997648596763611,0.0013092349981889129
4,0.9883643388748169,0.04869617894291878,0.9997795224189758,0.0011886481661349535
5,0.9903483986854553,0.04187469929456711,0.9998553395271301,0.0007977752247825265
6,0.9918825030326843,0.03634912893176079,0.9999057054519653,0.0004667045723181218
7,0.9933557510375977,0.03073538839817047,0.9999388456344604,0.00043200532672926784
8,0.9947195649147034,0.026161767542362213,0.9999617338180542,0.00032007135450839996
9,0.9954010844230652,0.02375541441142559,0.9999738931655884,0.0002320384664926678
10,0.9959167838096619,0.021286603063344955,0.999971330165863,0.0002604747423902154
11,0.996275007724762,0.01948666013777256,0.999976396560669,0.00023761254851706326
12,0.9962120056152344,0.019283663481473923,0.9999853372573853,0.00019864489149767905
13,0.9963876008987427,0.018230237066745758,0.9999859929084778,0.00020504003623500466
14,0.9965210556983948,0.017378777265548706,0.9999853372573853,0.00022918048489373177
15,0.9963441491127014,0.017841098830103874,0.9999865889549255,0.00020319208852015436
16,0.9964972138404846,0.017067691311240196,0.9999872446060181,0.00020573168876580894
17,0.9966064691543579,0.01647692546248436,0.9999859929084778,0.0002214121341239661
18,0.9963908195495605,0.01719515398144722,0.9999872446060181,0.00019743597658816725
19,0.9965568780899048,0.016504887491464615,0.9999885559082031,0.0001879509654827416
20,0.9966445565223694,0.016052227467298508,0.9999872446060181,0.00020441875676624477
21,0.9964181184768677,0.016832390800118446,0.9999879002571106,0.0001883769582491368
22,0.99659663438797,0.01617131568491459,0.9999885559082031,0.00018877586990129203
23,0.9966620802879333,0.015793761238455772,0.9999879002571106,0.00022013690613675863
24,0.9964292645454407,0.016602104529738426,0.9999872446060181,0.00022540711506735533
25,0.996618390083313,0.015952127054333687,0.9999885559082031,0.00022540739155374467
26,0.9966849684715271,0.015587640926241875,0.9999879002571106,0.00022710229677613825
27,0.9964442849159241,0.01642289012670517,0.9999879002571106,0.00021202967036515474
28,0.9966322779655457,0.015787426382303238,0.9999879002571106,0.00021088372159283608
